Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2007,Prozentpunkte,Differenz,,,,9.939
2008,Prozentpunkte,Differenz,,,,8.656
2009,Prozentpunkte,Differenz,,,,8.476
2010,Prozentpunkte,Differenz,,,,7.829
2011,Prozentpunkte,Differenz,,,,6.412
2012,Prozentpunkte,Differenz,,,,4.522
2013,Prozentpunkte,Differenz,,,,5.312
2014,Prozentpunkte,Differenz,,,,5.928
2015,Prozentpunkte,Differenz,,,,5.77
2016,Prozentpunkte,Differenz,,,,8.793
2017,Prozentpunkte,Differenz,,,,8.204
2018,Prozentpunkte,Differenz,,,,10.096
2019,Prozentpunkte,Differenz,,,,8.46
2020,Prozentpunkte,Differenz,,,,10.189
1996,Prozentpunkte,Differenz,,,,14.049
1997,Prozentpunkte,Differenz,,,,12.757
1998,Prozentpunkte,Differenz,,,,11.356
1999,Prozentpunkte,Differenz,,,,12.739
2000,Prozentpunkte,Differenz,,,,13.283
2001,Prozentpunkte,Differenz,,,,12.115
2002,Prozentpunkte,Differenz,,,,11.969
2003,Prozentpunkte,Differenz,,,,11.269
2004,Prozentpunkte,Differenz,,,,11.23
2005,Prozentpunkte,Differenz,,,,10.149
2006,Prozentpunkte,Differenz,,,,9.619
2007,Prozentpunkte,Differenz,,,,9.568
2008,Prozentpunkte,Differenz,,,,7.461
2009,Prozentpunkte,Differenz,,,,8.958
2010,Prozentpunkte,Differenz,,,,8.438
2011,Prozentpunkte,Differenz,,,,7.521
2012,Prozentpunkte,Differenz,,,,6.766
2013,Prozentpunkte,Differenz,,,,6.356
2014,Prozentpunkte,Differenz,,,,5.657
2015,Prozentpunkte,Differenz,,,,4.675
2016,Prozentpunkte,Differenz,,,,5.982
2017,Prozentpunkte,Differenz,,,,6.216
2018,Prozentpunkte,Differenz,,,,6.204
2019,Prozentpunkte,Differenz,,,,7.068
2020,Prozentpunkte,Differenz,,,,6.106
1996,Prozentpunkte,Differenz,,,,3.441
1997,Prozentpunkte,Differenz,,,,5.076
1998,Prozentpunkte,Differenz,,,,16.435
1999,Prozentpunkte,Differenz,,,,10.937
2000,Prozentpunkte,Differenz,,,,3.551
2001,Prozentpunkte,Differenz,,,,13.406
2002,Prozentpunkte,Differenz,,,,5.918
2003,Prozentpunkte,Differenz,,,,10.313
2004,Prozentpunkte,Differenz,,,,4.936
2005,Prozentpunkte,Differenz,,,,10.642
2006,Prozentpunkte,Differenz,,,,3.476
2007,Prozentpunkte,Differenz,,,,8.146
2008,Prozentpunkte,Differenz,,,,3.57
2009,Prozentpunkte,Differenz,,,,2.602
2010,Prozentpunkte,Differenz,,,,3.031
2011,Prozentpunkte,Differenz,,,,4.085
2012,Prozentpunkte,Differenz,,,,-1.551
2013,Prozentpunkte,Differenz,,,,6.076
2014,Prozentpunkte,Differenz,,,,4.165
2015,Prozentpunkte,Differenz,,,,-0.084
2016,Prozentpunkte,Differenz,,,,6.742
2017,Prozentpunkte,Differenz,,,,11.358
2018,Prozentpunkte,Differenz,,,,16.916
2019,Prozentpunkte,Differenz,,,,12.229
2020,Prozentpunkte,Differenz,,,,5.333
1996,Prozentpunkte,Differenz,,,,18.452
1997,Prozentpunkte,Differenz,,,,18.366
1998,Prozentpunkte,Differenz,,,,16.558
1999,Prozentpunkte,Differenz,,,,17.738
2000,Prozentpunkte,Differenz,,,,18.745
2001,Prozentpunkte,Differenz,,,,18.482
2002,Prozentpunkte,Differenz,,,,17.955
2003,Prozentpunkte,Differenz,,,,19.158
2004,Prozentpunkte,Differenz,,,,15.779
2005,Prozentpunkte,Differenz,,,,17.143
2006,Prozentpunkte,Differenz,,,,17.56
2007,Prozentpunkte,Differenz,,,,13.441
2008,Prozentpunkte,Differenz,,,,13.433
2009,Prozentpunkte,Differenz,,,,11.618
2010,Prozentpunkte,Differenz,,,,10.955
2011,Prozentpunkte,Differenz,,,,11.278
2012,Prozentpunkte,Differenz,,,,8.676
2013,Prozentpunkte,Differenz,,,,9.137
2014,Prozentpunkte,Differenz,,,,7.844
2015,Prozentpunkte,Differenz,,,,10.012
2016,Prozentpunkte,Differenz,,,,11.942
2017,Prozentpunkte,Differenz,,,,18.331
2018,Prozentpunkte,Differenz,,,,17.955
2019,Prozentpunkte,Differenz,,,,17.819
2020,Prozentpunkte,Differenz,,,,13.845
1996,Prozentpunkte,Differenz,,,,7.976
1997,Prozentpunkte,Differenz,,,,8.011
1998,Prozentpunkte,Differenz,,,,7.867
1999,Prozentpunkte,Differenz,,,,7.331
2000,Prozentpunkte,Differenz,,,,8.064
2001,Prozentpunkte,Differenz,,,,7.738
2002,Prozentpunkte,Differenz,,,,8.387
2003,Prozentpunkte,Differenz,,,,7.795
2004,Prozentpunkte,Differenz,,,,7.967
2005,Prozentpunkte,Differenz,,,,8.194
2006,Prozentpunkte,Differenz,,,,8.205
2007,Prozentpunkte,Differenz,,,,8.789
2008,Prozentpunkte,Differenz,,,,8.668
2009,Prozentpunkte,Differenz,,,,7.94
2010,Prozentpunkte,Differenz,,,,7.632
2011,Prozentpunkte,Differenz,,,,6.764
2012,Prozentpunkte,Differenz,,,,6.706
2013,Prozentpunkte,Differenz,,,,6.511
2014,Prozentpunkte,Differenz,,,,6.759
2015,Prozentpunkte,Differenz,,,,6.505
2016,Prozentpunkte,Differenz,,,,7.036
2017,Prozentpunkte,Differenz,,,,10.801
2018,Prozentpunkte,Differenz,,,,10.959
2019,Prozentpunkte,Differenz,,,,10.852
2020,Prozentpunkte,Differenz,,,,8.658
1996,Prozentpunkte,Differenz,,,,13.025
1997,Prozentpunkte,Differenz,,,,14.327
1998,Prozentpunkte,Differenz,,,,16.632
1999,Prozentpunkte,Differenz,,,,18.909
2000,Prozentpunkte,Differenz,,,,16.601
2001,Prozentpunkte,Differenz,,,,14.799
2002,Prozentpunkte,Differenz,,,,13.707
2003,Prozentpunkte,Differenz,,,,17.614
2004,Prozentpunkte,Differenz,,,,14.533
2005,Prozentpunkte,Differenz,,,,8.176
2006,Prozentpunkte,Differenz,,,,9.974
2007,Prozentpunkte,Differenz,,,,8.339
2008,Prozentpunkte,Differenz,,,,9.564
2009,Prozentpunkte,Differenz,,,,7.579
2010,Prozentpunkte,Differenz,,,,6.586
2011,Prozentpunkte,Differenz,,,,5.705
2012,Prozentpunkte,Differenz,,,,5.102
2013,Prozentpunkte,Differenz,,,,5.499
2014,Prozentpunkte,Differenz,,,,6.026
2015,Prozentpunkte,Differenz,,,,6.273
2016,Prozentpunkte,Differenz,,,,8.836
2017,Prozentpunkte,Differenz,,,,11.919
2018,Prozentpunkte,Differenz,,,,12.209
2019,Prozentpunkte,Differenz,,,,11.532
2020,Prozentpunkte,Differenz,,,,8.309
1996,Prozentpunkte,Differenz,,,,14.123
1997,Prozentpunkte,Differenz,,,,7.734
1998,Prozentpunkte,Differenz,,,,9.959
1999,Prozentpunkte,Differenz,,,,10.641
2000,Prozentpunkte,Differenz,,,,14.646
2001,Prozentpunkte,Differenz,,,,8.984
2002,Prozentpunkte,Differenz,,,,8.71
2003,Prozentpunkte,Differenz,,,,9.495
2004,Prozentpunkte,Differenz,,,,8.915
2005,Prozentpunkte,Differenz,,,,7.563
2006,Prozentpunkte,Differenz,,,,6.965
2007,Prozentpunkte,Differenz,,,,5.443
2008,Prozentpunkte,Differenz,,,,6.083
2009,Prozentpunkte,Differenz,,,,5.658
2010,Prozentpunkte,Differenz,,,,5.211
2011,Prozentpunkte,Differenz,,,,4.532
2012,Prozentpunkte,Differenz,,,,1.933
2013,Prozentpunkte,Differenz,,,,3.729
2014,Prozentpunkte,Differenz,,,,2.928
2015,Prozentpunkte,Differenz,,,,5.239
2016,Prozentpunkte,Differenz,,,,12.112
2017,Prozentpunkte,Differenz,,,,10.515
2018,Prozentpunkte,Differenz,,,,15.399
2019,Prozentpunkte,Differenz,,,,16.252
2020,Prozentpunkte,Differenz,,,,13.518
1996,Prozentpunkte,Differenz,,,,26.402
1997,Prozentpunkte,Differenz,,,,21.506
1998,Prozentpunkte,Differenz,,,,20.82
1999,Prozentpunkte,Differenz,,,,14.91
2000,Prozentpunkte,Differenz,,,,7.81
2001,Prozentpunkte,Differenz,,,,13.68
2002,Prozentpunkte,Differenz,,,,21.897
2003,Prozentpunkte,Differenz,,,,12.342
2004,Prozentpunkte,Differenz,,,,10.6
2005,Prozentpunkte,Differenz,,,,10.34
2006,Prozentpunkte,Differenz,,,,10.327
2007,Prozentpunkte,Differenz,,,,12.355
2008,Prozentpunkte,Differenz,,,,7.926
2009,Prozentpunkte,Differenz,,,,3.402
2010,Prozentpunkte,Differenz,,,,5.729
2011,Prozentpunkte,Differenz,,,,1.954
2012,Prozentpunkte,Differenz,,,,0.985
2013,Prozentpunkte,Differenz,,,,5.427
2014,Prozentpunkte,Differenz,,,,7.26
2015,Prozentpunkte,Differenz,,,,6.897
2016,Prozentpunkte,Differenz,,,,7.472
2017,Prozentpunkte,Differenz,,,,10.711
2018,Prozentpunkte,Differenz,,,,15.09
2019,Prozentpunkte,Differenz,,,,13.395
2020,Prozentpunkte,Differenz,,,,9.757
1996,Prozentpunkte,Differenz,,,,18.883
1997,Prozentpunkte,Differenz,,,,29.366
1998,Prozentpunkte,Differenz,,,,25.121
1999,Prozentpunkte,Differenz,,,,16.529
2000,Prozentpunkte,Differenz,,,,16.777
2001,Prozentpunkte,Differenz,,,,10.0
2002,Prozentpunkte,Differenz,,,,21.261
2003,Prozentpunkte,Differenz,,,,21.552
2004,Prozentpunkte,Differenz,,,,21.911
2005,Prozentpunkte,Differenz,,,,17.342
2006,Prozentpunkte,Differenz,,,,13.486
2007,Prozentpunkte,Differenz,,,,13.801
2008,Prozentpunkte,Differenz,,,,6.914
2009,Prozentpunkte,Differenz,,,,7.535
2010,Prozentpunkte,Differenz,,,,7.263
2011,Prozentpunkte,Differenz,,,,7.238
2012,Prozentpunkte,Differenz,,,,5.42
2013,Prozentpunkte,Differenz,,,,2.806
2014,Prozentpunkte,Differenz,,,,9.436
2015,Prozentpunkte,Differenz,,,,14.828
2016,Prozentpunkte,Differenz,,,,24.999
2017,Prozentpunkte,Differenz,,,,30.811
2018,Prozentpunkte,Differenz,,,,28.118
2019,Prozentpunkte,Differenz,,,,19.338
2020,Prozentpunkte,Differenz,,,,15.65
1996,Prozentpunkte,Differenz,,,,13.686
1997,Prozentpunkte,Differenz,,,,16.005
1998,Prozentpunkte,Differenz,,,,14.083
1999,Prozentpunkte,Differenz,,,,12.32
2000,Prozentpunkte,Differenz,,,,11.801
2001,Prozentpunkte,Differenz,,,,11.198
2002,Prozentpunkte,Differenz,,,,8.078
2003,Prozentpunkte,Differenz,,,,6.901
2004,Prozentpunkte,Differenz,,,,9.506
2005,Prozentpunkte,Differenz,,,,8.601
2006,Prozentpunkte,Differenz,,,,9.414
2007,Prozentpunkte,Differenz,,,,7.882
2008,Prozentpunkte,Differenz,,,,7.183
2009,Prozentpunkte,Differenz,,,,6.225
2010,Prozentpunkte,Differenz,,,,5.84
2011,Prozentpunkte,Differenz,,,,4.874
2012,Prozentpunkte,Differenz,,,,4.362
2013,Prozentpunkte,Differenz,,,,6.738
2014,Prozentpunkte,Differenz,,,,5.516
2015,Prozentpunkte,Differenz,,,,5.89
2016,Prozentpunkte,Differenz,,,,11.126
2017,Prozentpunkte,Differenz,,,,12.897
2018,Prozentpunkte,Differenz,,,,14.734
2019,Prozentpunkte,Differenz,,,,17.552
2020,Prozentpunkte,Differenz,,,,15.07
1996,Prozentpunkte,Differenz,,,,25.6
1997,Prozentpunkte,Differenz,,,,27.237
1998,Prozentpunkte,Differenz,,,,25.497
1999,Prozentpunkte,Differenz,,,,31.154
2000,Prozentpunkte,Differenz,,,,25.93
2001,Prozentpunkte,Differenz,,,,26.058
2002,Prozentpunkte,Differenz,,,,13.967
2003,Prozentpunkte,Differenz,,,,8.16
2004,Prozentpunkte,Differenz,,,,6.747
2005,Prozentpunkte,Differenz,,,,9.713
2006,Prozentpunkte,Differenz,,,,10.339
2007,Prozentpunkte,Differenz,,,,7.454
2008,Prozentpunkte,Differenz,,,,8.616
2009,Prozentpunkte,Differenz,,,,3.278
2010,Prozentpunkte,Differenz,,,,1.628
2011,Prozentpunkte,Differenz,,,,2.001
2012,Prozentpunkte,Differenz,,,,1.734
2013,Prozentpunkte,Differenz,,,,7.35
2014,Prozentpunkte,Differenz,,,,6.38
2015,Prozentpunkte,Differenz,,,,11.178
2016,Prozentpunkte,Differenz,,,,15.648
2017,Prozentpunkte,Differenz,,,,39.774
2018,Prozentpunkte,Differenz,,,,30.428
2019,Prozentpunkte,Differenz,,,,25.288
2020,Prozentpunkte,Differenz,,,,20.928
