Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,58.2
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,60.9
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,63.8
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.2
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.9
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.3
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,71.0
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.1
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.4
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.9
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.8
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.5
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.6
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.0
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.5
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.4
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.2
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.5
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.7
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,67.1
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.5
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.5
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,64.6
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,67.4
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,70.0
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.1
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.4
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.6
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.9
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.6
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.6
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.7
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.7
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.3
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.8
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.1
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.3
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.0
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.5
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.3
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.8
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.9
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.3
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,70.5
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.1
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,70.1
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.5
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.9
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.0
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.5
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.6
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.7
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.8
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.8
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.3
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.0
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.5
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.3
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.1
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.6
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.9
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.4
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,61.5
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,62.4
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,62.1
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,64.3
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,62.4
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,63.7
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.1
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.7
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,68.5
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,68.3
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,70.9
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,71.9
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.1
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.7
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.8
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.4
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.6
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.0
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.4
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.2
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.3
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.7
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.0
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.4
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.5
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.8
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.7
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.4
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.0
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.1
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.5
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.7
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.3
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.5
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.6
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,83.1
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,83.0
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,83.8
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.4
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.6
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,83.9
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,86.0
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,83.6
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,84.1
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,68.9
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,67.2
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,65.9
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,65.6
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.1
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,66.4
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.1
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,71.3
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.3
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.8
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.1
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.0
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.0
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.9
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.5
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.4
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.0
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.9
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.8
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.3
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.5
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.7
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,64.2
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,62.0
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,61.8
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,61.8
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,63.3
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,63.2
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,65.1
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,67.2
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,68.8
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,71.2
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.0
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.7
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.6
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,74.8
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.9
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.1
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.0
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.6
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.9
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.0
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,78.2
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.4
2000,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,73.3
2001,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.1
2002,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.7
2003,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.2
2004,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,68.7
2005,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,69.4
2006,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,72.8
2007,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,75.2
2008,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,77.5
2009,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,76.2
2010,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.0
2011,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.2
2012,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.3
2013,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.8
2014,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,81.0
2015,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,79.6
2016,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,80.8
2017,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.0
2018,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.7
2019,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.6
2020,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,82.8
2021,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),,,,84.0
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,19.6
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,20.8
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,22.2
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,23.5
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,25.3
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,28.2
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,29.7
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,32.9
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.1
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.6
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.6
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.3
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.4
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.3
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.6
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.1
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,12.1
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,13.4
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,14.5
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,15.9
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,17.6
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,20.7
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,21.9
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,24.9
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,27.2
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,30.4
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.8
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.8
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.2
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.7
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.7
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,27.2
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,28.4
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,30.2
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,31.2
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.2
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.9
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.7
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.2
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.2
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.9
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.1
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.4
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.5
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.7
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.6
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.8
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.8
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.7
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,68.4
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.0
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.2
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.7
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.1
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.8
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.9
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.5
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,67.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,70.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,72.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,74.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.6
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.3
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.5
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.7
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.1
