Year,Units,Time series,Sex,Federal state,GeoCode,Value
2012,Percentage,Germans,,Berlin,code11,94.27
2013,Percentage,Germans,,Berlin,code11,93.9
2014,Percentage,Germans,,Berlin,code11,93.12
2015,Percentage,Germans,,Berlin,code11,91.97
2016,Percentage,Germans,,Berlin,code11,93.45
2017,Percentage,Germans,,Berlin,code11,92.49
2018,Percentage,Germans,,Berlin,code11,92.12
2019,Percentage,Germans,,Berlin,code11,92.88
2020,Percentage,Germans,,Berlin,code11,93.45
1996,Percentage,Germans,,Brandenburg,code12,90.52
1997,Percentage,Germans,,Brandenburg,code12,91.5
1998,Percentage,Germans,,Brandenburg,code12,91.25
1999,Percentage,Germans,,Brandenburg,code12,91.4
2000,Percentage,Germans,,Brandenburg,code12,91.14
2001,Percentage,Germans,,Brandenburg,code12,91.08
2002,Percentage,Germans,,Brandenburg,code12,91.1
2003,Percentage,Germans,,Brandenburg,code12,91.64
2004,Percentage,Germans,,Brandenburg,code12,91.15
2005,Percentage,Germans,,Brandenburg,code12,90.42
2006,Percentage,Germans,,Brandenburg,code12,89.87
2007,Percentage,Germans,,Brandenburg,code12,90.17
2008,Percentage,Germans,,Brandenburg,code12,90.45
2009,Percentage,Germans,,Brandenburg,code12,91.73
2010,Percentage,Germans,,Brandenburg,code12,91.84
2011,Percentage,Germans,,Brandenburg,code12,91.42
2012,Percentage,Germans,,Brandenburg,code12,92.89
2013,Percentage,Germans,,Brandenburg,code12,92.01
2014,Percentage,Germans,,Brandenburg,code12,91.92
2015,Percentage,Germans,,Brandenburg,code12,92.5
2016,Percentage,Germans,,Brandenburg,code12,92.94
2017,Percentage,Germans,,Brandenburg,code12,92.94
2018,Percentage,Germans,,Brandenburg,code12,92.94
2019,Percentage,Germans,,Brandenburg,code12,92.97
2020,Percentage,Germans,,Brandenburg,code12,95.98
1996,Percentage,Germans,,Bremen,code04,91.77
1997,Percentage,Germans,,Bremen,code04,92.69
1998,Percentage,Germans,,Bremen,code04,90.58
1999,Percentage,Germans,,Bremen,code04,92.52
2000,Percentage,Germans,,Bremen,code04,92.65
2001,Percentage,Germans,,Bremen,code04,91.81
2002,Percentage,Germans,,Bremen,code04,92.35
2003,Percentage,Germans,,Bremen,code04,92.36
2004,Percentage,Germans,,Bremen,code04,91.28
2005,Percentage,Germans,,Bremen,code04,92.39
2006,Percentage,Germans,,Bremen,code04,93.89
2007,Percentage,Germans,,Bremen,code04,93.74
2008,Percentage,Germans,,Bremen,code04,94.24
2009,Percentage,Germans,,Bremen,code04,94.98
2010,Percentage,Germans,,Bremen,code04,96.03
2011,Percentage,Germans,,Bremen,code04,95.05
2012,Percentage,Germans,,Bremen,code04,95.94
2013,Percentage,Germans,,Bremen,code04,95.18
2014,Percentage,Germans,,Bremen,code04,94.83
2015,Percentage,Germans,,Bremen,code04,94.92
2016,Percentage,Germans,,Bremen,code04,95.1
2017,Percentage,Germans,,Bremen,code04,94.03
2018,Percentage,Germans,,Bremen,code04,94.49
2019,Percentage,Germans,,Bremen,code04,93.79
2020,Percentage,Germans,,Bremen,code04,94.64
1996,Percentage,Germans,,Hamburg,code02,90.7
1997,Percentage,Germans,,Hamburg,code02,90.09
1998,Percentage,Germans,,Hamburg,code02,90.6
1999,Percentage,Germans,,Hamburg,code02,90.5
2000,Percentage,Germans,,Hamburg,code02,89.44
2001,Percentage,Germans,,Hamburg,code02,89.1
2002,Percentage,Germans,,Hamburg,code02,89.75
2003,Percentage,Germans,,Hamburg,code02,90.03
2004,Percentage,Germans,,Hamburg,code02,90.61
2005,Percentage,Germans,,Hamburg,code02,90.41
2006,Percentage,Germans,,Hamburg,code02,90.56
2007,Percentage,Germans,,Hamburg,code02,91.5
2008,Percentage,Germans,,Hamburg,code02,93.38
2009,Percentage,Germans,,Hamburg,code02,93.61
2010,Percentage,Germans,,Hamburg,code02,95.2
2011,Percentage,Germans,,Hamburg,code02,93.98
2012,Percentage,Germans,,Hamburg,code02,94.06
2013,Percentage,Germans,,Hamburg,code02,95.79
2014,Percentage,Germans,,Hamburg,code02,95.97
2015,Percentage,Germans,,Hamburg,code02,95.37
2016,Percentage,Germans,,Hamburg,code02,95.29
2017,Percentage,Germans,,Hamburg,code02,95.81
2018,Percentage,Germans,,Hamburg,code02,95.02
2019,Percentage,Germans,,Hamburg,code02,95.13
2020,Percentage,Germans,,Hamburg,code02,94.66
1996,Percentage,Germans,,Hesse,code06,93.07
1997,Percentage,Germans,,Hesse,code06,93.22
1998,Percentage,Germans,,Hesse,code06,93.33
1999,Percentage,Germans,,Hesse,code06,92.64
2000,Percentage,Germans,,Hesse,code06,91.81
2001,Percentage,Germans,,Hesse,code06,92.14
2002,Percentage,Germans,,Hesse,code06,92.87
2003,Percentage,Germans,,Hesse,code06,92.41
2004,Percentage,Germans,,Hesse,code06,93.0
2005,Percentage,Germans,,Hesse,code06,93.35
2006,Percentage,Germans,,Hesse,code06,93.52
2007,Percentage,Germans,,Hesse,code06,93.52
2008,Percentage,Germans,,Hesse,code06,94.54
2009,Percentage,Germans,,Hesse,code06,94.81
2010,Percentage,Germans,,Hesse,code06,95.4
2011,Percentage,Germans,,Hesse,code06,95.85
2012,Percentage,Germans,,Hesse,code06,95.81
2013,Percentage,Germans,,Hesse,code06,96.67
2014,Percentage,Germans,,Hesse,code06,96.38
2015,Percentage,Germans,,Hesse,code06,96.54
2016,Percentage,Germans,,Hesse,code06,95.82
2017,Percentage,Germans,,Hesse,code06,95.91
2018,Percentage,Germans,,Hesse,code06,95.93
2019,Percentage,Germans,,Hesse,code06,95.81
2020,Percentage,Germans,,Hesse,code06,96.46
1996,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.62
1997,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.79
1998,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.35
1999,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.63
2000,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.14
2001,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.42
2002,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.37
2003,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.76
2004,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.28
2005,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.35
2006,Percentage,Germans,,Mecklenburg Western Pomerania,code13,88.66
2007,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.67
2008,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.27
2009,Percentage,Germans,,Mecklenburg Western Pomerania,code13,87.91
2010,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.84
2011,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.02
2012,Percentage,Germans,,Mecklenburg Western Pomerania,code13,87.75
2013,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.18
2014,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.4
2015,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.67
2016,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.83
2017,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.54
2018,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.92
2019,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.41
2020,Percentage,Germans,,Mecklenburg Western Pomerania,code13,93.07
1996,Percentage,Germans,,Lower Saxony,code03,91.2
1997,Percentage,Germans,,Lower Saxony,code03,91.11
1998,Percentage,Germans,,Lower Saxony,code03,91.38
1999,Percentage,Germans,,Lower Saxony,code03,91.82
2000,Percentage,Germans,,Lower Saxony,code03,91.1
2001,Percentage,Germans,,Lower Saxony,code03,91.08
2002,Percentage,Germans,,Lower Saxony,code03,91.39
2003,Percentage,Germans,,Lower Saxony,code03,90.69
2004,Percentage,Germans,,Lower Saxony,code03,93.42
2005,Percentage,Germans,,Lower Saxony,code03,92.14
2006,Percentage,Germans,,Lower Saxony,code03,92.64
2007,Percentage,Germans,,Lower Saxony,code03,93.31
2008,Percentage,Germans,,Lower Saxony,code03,93.43
2009,Percentage,Germans,,Lower Saxony,code03,94.32
2010,Percentage,Germans,,Lower Saxony,code03,94.74
2011,Percentage,Germans,,Lower Saxony,code03,95.61
2012,Percentage,Germans,,Lower Saxony,code03,95.04
2013,Percentage,Germans,,Lower Saxony,code03,95.44
2014,Percentage,Germans,,Lower Saxony,code03,95.62
2015,Percentage,Germans,,Lower Saxony,code03,95.59
2016,Percentage,Germans,,Lower Saxony,code03,95.65
2017,Percentage,Germans,,Lower Saxony,code03,95.41
2018,Percentage,Germans,,Lower Saxony,code03,95.1
2019,Percentage,Germans,,Lower Saxony,code03,94.69
2020,Percentage,Germans,,Lower Saxony,code03,93.39
1996,Percentage,Germans,,North Rhine-Westphalia,code05,95.31
1997,Percentage,Germans,,North Rhine-Westphalia,code05,95.04
1998,Percentage,Germans,,North Rhine-Westphalia,code05,95.08
1999,Percentage,Germans,,North Rhine-Westphalia,code05,95.06
2000,Percentage,Germans,,North Rhine-Westphalia,code05,94.92
2001,Percentage,Germans,,North Rhine-Westphalia,code05,94.1
2002,Percentage,Germans,,North Rhine-Westphalia,code05,93.98
2003,Percentage,Germans,,North Rhine-Westphalia,code05,94.06
2004,Percentage,Germans,,North Rhine-Westphalia,code05,94.04
2005,Percentage,Germans,,North Rhine-Westphalia,code05,94.13
2006,Percentage,Germans,,North Rhine-Westphalia,code05,94.42
2007,Percentage,Germans,,North Rhine-Westphalia,code05,94.55
2008,Percentage,Germans,,North Rhine-Westphalia,code05,94.6
2009,Percentage,Germans,,North Rhine-Westphalia,code05,94.8
2010,Percentage,Germans,,North Rhine-Westphalia,code05,95.35
2011,Percentage,Germans,,North Rhine-Westphalia,code05,95.42
2012,Percentage,Germans,,North Rhine-Westphalia,code05,95.7
2013,Percentage,Germans,,North Rhine-Westphalia,code05,96.27
2014,Percentage,Germans,,North Rhine-Westphalia,code05,95.21
2015,Percentage,Germans,,North Rhine-Westphalia,code05,95.39
2016,Percentage,Germans,,North Rhine-Westphalia,code05,95.42
2017,Percentage,Germans,,North Rhine-Westphalia,code05,95.41
2018,Percentage,Germans,,North Rhine-Westphalia,code05,94.97
2019,Percentage,Germans,,North Rhine-Westphalia,code05,94.96
2020,Percentage,Germans,,North Rhine-Westphalia,code05,95.41
1996,Percentage,Germans,,Rhineland Palatinate,code07,91.36
1997,Percentage,Germans,,Rhineland Palatinate,code07,91.48
1998,Percentage,Germans,,Rhineland Palatinate,code07,91.43
1999,Percentage,Germans,,Rhineland Palatinate,code07,91.92
2000,Percentage,Germans,,Rhineland Palatinate,code07,91.37
2001,Percentage,Germans,,Rhineland Palatinate,code07,91.59
2002,Percentage,Germans,,Rhineland Palatinate,code07,91.82
2003,Percentage,Germans,,Rhineland Palatinate,code07,92.17
2004,Percentage,Germans,,Rhineland Palatinate,code07,93.05
2005,Percentage,Germans,,Rhineland Palatinate,code07,93.13
2006,Percentage,Germans,,Rhineland Palatinate,code07,93.2
2007,Percentage,Germans,,Rhineland Palatinate,code07,93.24
2008,Percentage,Germans,,Rhineland Palatinate,code07,93.66
2009,Percentage,Germans,,Rhineland Palatinate,code07,93.95
2010,Percentage,Germans,,Rhineland Palatinate,code07,94.78
2011,Percentage,Germans,,Rhineland Palatinate,code07,94.87
2012,Percentage,Germans,,Rhineland Palatinate,code07,95.08
2013,Percentage,Germans,,Rhineland Palatinate,code07,95.16
2014,Percentage,Germans,,Rhineland Palatinate,code07,95.06
2015,Percentage,Germans,,Rhineland Palatinate,code07,94.41
2016,Percentage,Germans,,Rhineland Palatinate,code07,94.82
2017,Percentage,Germans,,Rhineland Palatinate,code07,94.35
2018,Percentage,Germans,,Rhineland Palatinate,code07,94.34
2019,Percentage,Germans,,Rhineland Palatinate,code07,93.72
2020,Percentage,Germans,,Rhineland Palatinate,code07,94.18
1996,Percentage,Germans,,Saarland,code10,90.74
1997,Percentage,Germans,,Saarland,code10,90.55
1998,Percentage,Germans,,Saarland,code10,90.53
1999,Percentage,Germans,,Saarland,code10,89.85
2000,Percentage,Germans,,Saarland,code10,90.76
2001,Percentage,Germans,,Saarland,code10,89.77
2002,Percentage,Germans,,Saarland,code10,91.81
2003,Percentage,Germans,,Saarland,code10,91.8
2004,Percentage,Germans,,Saarland,code10,92.17
2005,Percentage,Germans,,Saarland,code10,92.44
2006,Percentage,Germans,,Saarland,code10,92.87
2007,Percentage,Germans,,Saarland,code10,93.54
2008,Percentage,Germans,,Saarland,code10,93.99
2009,Percentage,Germans,,Saarland,code10,95.33
2010,Percentage,Germans,,Saarland,code10,94.97
2011,Percentage,Germans,,Saarland,code10,95.53
2012,Percentage,Germans,,Saarland,code10,95.14
2013,Percentage,Germans,,Saarland,code10,95.42
2014,Percentage,Germans,,Saarland,code10,95.47
2015,Percentage,Germans,,Saarland,code10,96.07
2016,Percentage,Germans,,Saarland,code10,95.1
2017,Percentage,Germans,,Saarland,code10,95.4
2018,Percentage,Germans,,Saarland,code10,95.19
2019,Percentage,Germans,,Saarland,code10,94.71
2020,Percentage,Germans,,Saarland,code10,95.44
1996,Percentage,Germans,,Saxony,code14,90.27
1997,Percentage,Germans,,Saxony,code14,90.57
1998,Percentage,Germans,,Saxony,code14,89.65
1999,Percentage,Germans,,Saxony,code14,88.2
2000,Percentage,Germans,,Saxony,code14,87.98
2001,Percentage,Germans,,Saxony,code14,89.03
2002,Percentage,Germans,,Saxony,code14,90.08
2003,Percentage,Germans,,Saxony,code14,90.2
2004,Percentage,Germans,,Saxony,code14,90.72
2005,Percentage,Germans,,Saxony,code14,91.03
2006,Percentage,Germans,,Saxony,code14,91.49
2007,Percentage,Germans,,Saxony,code14,91.77
2008,Percentage,Germans,,Saxony,code14,91.7
2009,Percentage,Germans,,Saxony,code14,91.5
2010,Percentage,Germans,,Saxony,code14,90.56
2011,Percentage,Germans,,Saxony,code14,90.26
2012,Percentage,Germans,,Saxony,code14,90.4
2013,Percentage,Germans,,Saxony,code14,90.25
2014,Percentage,Germans,,Saxony,code14,91.88
2015,Percentage,Germans,,Saxony,code14,92.14
2016,Percentage,Germans,,Saxony,code14,92.07
2017,Percentage,Germans,,Saxony,code14,92.49
2018,Percentage,Germans,,Saxony,code14,92.44
2019,Percentage,Germans,,Saxony,code14,92.48
2020,Percentage,Germans,,Saxony,code14,93.0
1996,Percentage,Germans,,Saxony-Anhalt,code15,89.37
1997,Percentage,Germans,,Saxony-Anhalt,code15,90.02
1998,Percentage,Germans,,Saxony-Anhalt,code15,89.07
1999,Percentage,Germans,,Saxony-Anhalt,code15,88.53
2000,Percentage,Germans,,Saxony-Anhalt,code15,87.72
2001,Percentage,Germans,,Saxony-Anhalt,code15,82.11
2002,Percentage,Germans,,Saxony-Anhalt,code15,85.88
2003,Percentage,Germans,,Saxony-Anhalt,code15,85.96
2004,Percentage,Germans,,Saxony-Anhalt,code15,86.33
2005,Percentage,Germans,,Saxony-Anhalt,code15,88.34
2006,Percentage,Germans,,Saxony-Anhalt,code15,89.35
2007,Percentage,Germans,,Saxony-Anhalt,code15,92.34
2008,Percentage,Germans,,Saxony-Anhalt,code15,89.57
2009,Percentage,Germans,,Saxony-Anhalt,code15,89.72
2010,Percentage,Germans,,Saxony-Anhalt,code15,88.42
2011,Percentage,Germans,,Saxony-Anhalt,code15,88.25
2012,Percentage,Germans,,Saxony-Anhalt,code15,88.91
2013,Percentage,Germans,,Saxony-Anhalt,code15,89.91
2014,Percentage,Germans,,Saxony-Anhalt,code15,90.46
2015,Percentage,Germans,,Saxony-Anhalt,code15,89.93
2016,Percentage,Germans,,Saxony-Anhalt,code15,91.01
2017,Percentage,Germans,,Saxony-Anhalt,code15,90.81
2018,Percentage,Germans,,Saxony-Anhalt,code15,89.91
2019,Percentage,Germans,,Saxony-Anhalt,code15,89.97
2020,Percentage,Germans,,Saxony-Anhalt,code15,90.91
1996,Percentage,Germans,,Schleswig-Holstein,code01,90.97
1997,Percentage,Germans,,Schleswig-Holstein,code01,90.53
1998,Percentage,Germans,,Schleswig-Holstein,code01,89.87
1999,Percentage,Germans,,Schleswig-Holstein,code01,90.27
2000,Percentage,Germans,,Schleswig-Holstein,code01,90.32
2001,Percentage,Germans,,Schleswig-Holstein,code01,89.71
2002,Percentage,Germans,,Schleswig-Holstein,code01,89.69
2003,Percentage,Germans,,Schleswig-Holstein,code01,90.57
2004,Percentage,Germans,,Schleswig-Holstein,code01,90.64
2005,Percentage,Germans,,Schleswig-Holstein,code01,90.67
2006,Percentage,Germans,,Schleswig-Holstein,code01,90.84
2007,Percentage,Germans,,Schleswig-Holstein,code01,91.79
2008,Percentage,Germans,,Schleswig-Holstein,code01,91.88
2009,Percentage,Germans,,Schleswig-Holstein,code01,93.54
2010,Percentage,Germans,,Schleswig-Holstein,code01,93.46
2011,Percentage,Germans,,Schleswig-Holstein,code01,93.11
2012,Percentage,Germans,,Schleswig-Holstein,code01,92.98
2013,Percentage,Germans,,Schleswig-Holstein,code01,92.82
2014,Percentage,Germans,,Schleswig-Holstein,code01,92.58
2015,Percentage,Germans,,Schleswig-Holstein,code01,92.85
2016,Percentage,Germans,,Schleswig-Holstein,code01,93.88
2017,Percentage,Germans,,Schleswig-Holstein,code01,93.08
2018,Percentage,Germans,,Schleswig-Holstein,code01,92.46
2019,Percentage,Germans,,Schleswig-Holstein,code01,91.85
2020,Percentage,Germans,,Schleswig-Holstein,code01,92.73
1996,Percentage,Germans,,Thuringia,code16,87.72
1997,Percentage,Germans,,Thuringia,code16,87.76
1998,Percentage,Germans,,Thuringia,code16,86.96
1999,Percentage,Germans,,Thuringia,code16,87.04
2000,Percentage,Germans,,Thuringia,code16,87.47
2001,Percentage,Germans,,Thuringia,code16,87.66
2002,Percentage,Germans,,Thuringia,code16,88.35
2003,Percentage,Germans,,Thuringia,code16,90.74
2004,Percentage,Germans,,Thuringia,code16,91.25
2005,Percentage,Germans,,Thuringia,code16,92.13
2006,Percentage,Germans,,Thuringia,code16,91.96
2007,Percentage,Germans,,Thuringia,code16,93.08
2008,Percentage,Germans,,Thuringia,code16,93.23
2009,Percentage,Germans,,Thuringia,code16,92.92
2010,Percentage,Germans,,Thuringia,code16,91.59
2011,Percentage,Germans,,Thuringia,code16,91.41
2012,Percentage,Germans,,Thuringia,code16,92.52
2013,Percentage,Germans,,Thuringia,code16,92.22
2014,Percentage,Germans,,Thuringia,code16,93.09
2015,Percentage,Germans,,Thuringia,code16,92.96
2016,Percentage,Germans,,Thuringia,code16,92.92
2017,Percentage,Germans,,Thuringia,code16,92.97
2018,Percentage,Germans,,Thuringia,code16,92.2
2019,Percentage,Germans,,Thuringia,code16,92.41
2020,Percentage,Germans,,Thuringia,code16,93.65
