Year,Value,Units,Series,GeoCode
2008,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,74.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,75.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,79.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,80.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,81.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,79.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,80.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,61.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,62.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,62.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,64.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,62.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,63.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,66.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,66.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,68.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,68.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,70.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,71.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,73.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,73.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,74.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,74.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,76.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,76.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,78.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,77.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,76.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,76.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,76.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,81.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,81.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,81.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,83.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,83.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,83.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,82.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,83.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,86.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,83.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,84.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,68.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,67.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,65.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,65.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,66.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,66.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,69.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,71.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,73.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,73.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,76.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,77.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,77.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,79.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,80.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,81.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,80.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,81.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,64.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,62.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,61.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,61.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,63.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,63.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,65.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,67.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,68.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,71.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,73.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,73.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,74.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,75.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,77.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,73.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,72.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,69.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,69.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,68.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,72.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,75.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,77.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,76.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,80.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,81.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,80.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,82.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,82.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,84.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,19.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,20.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,22.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,23.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,25.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,28.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,29.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,32.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,35.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,38.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,41.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,44.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,46.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,50.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,52.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,53.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,60.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,61.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,12.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,13.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,14.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,15.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,17.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,20.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,21.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,24.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,27.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,30.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,33.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,38.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,42.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,46.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,47.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,50.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,53.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,57.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,56.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,56.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,27.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,28.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,30.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,31.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,33.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,35.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,37.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,41.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,43.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,49.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,52.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,54.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,57.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,59.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,59.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,61.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,65.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,66.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,64.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,65.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,52.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,55.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,57.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,58.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,61.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,66.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,68.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,37.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,42.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,44.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,48.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,50.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,52.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,57.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,62.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,56.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,60.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,61.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,64.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,65.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,65.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,67.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,70.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,72.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,74.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,41.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,46.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,48.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,51.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,54.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,55.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,60.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,62.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,64.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,33.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,38.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,40.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,43.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,47.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,48.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,51.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,54.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,57.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,59.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,50.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,54.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,55.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,59.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,62.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,61.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,64.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,66.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,68.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,69.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,39.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,40.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,46.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,48.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,50.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,53.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,55.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,61.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,63.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
