Year,Units,Anzeigen,Zeitreihe,Region,GeoCode,Value
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,11
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,13
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,15
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,12
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,14
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,17
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,23
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,27
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,3
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,5
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,7
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,13
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,12
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,12
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,15
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,22
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,20
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,20
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,17
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,19
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,29
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Thüringen,,23
2005,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,5848
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,6434
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,6766
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,8180
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,9482
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,10614
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,10946
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,11741
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,12865
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,13837
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,14592
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,15317
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,16904
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,18429
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,,,20214
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,1190
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,1333
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,1579
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,1847
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2049
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,1986
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2155
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2388
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2547
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2691
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,2761
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,3164
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,3314
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,3458
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,872
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,934
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1171
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1296
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1483
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1612
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1767
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,1956
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2150
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2212
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2280
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2425
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2600
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,2910
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,468
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,461
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,550
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,597
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,620
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,603
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,672
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,688
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,765
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,858
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,877
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,934
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,1000
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,1138
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,97
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,109
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,124
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,151
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,170
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,208
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,204
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,209
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,227
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,232
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,267
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,322
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,352
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,414
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,108
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,96
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,116
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,156
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,181
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,184
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,177
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,193
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,192
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,195
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,204
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,225
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,219
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,238
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,162
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,215
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,242
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,272
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,282
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,281
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,281
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,330
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,340
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,347
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,416
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,442
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,496
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,578
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,469
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,520
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,628
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,730
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,836
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,898
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,921
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1017
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1063
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1065
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1089
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1146
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1238
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,1344
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,67
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,73
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,94
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,102
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,139
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,128
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,139
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,160
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,176
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,176
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,194
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,209
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,239
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,276
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,519
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,646
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,710
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,797
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,883
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,915
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1010
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1132
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1140
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1206
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1250
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1343
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1475
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,1549
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,1399
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,1240
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,1675
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2017
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2178
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2221
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2293
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2473
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2749
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,2949
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,3199
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,3539
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,3955
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,4306
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,238
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,254
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,291
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,302
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,404
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,412
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,472
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,505
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,514
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,529
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,602
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,640
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,653
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,756
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,111
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,102
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,108
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,162
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,182
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,227
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,236
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,271
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,299
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,330
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,325
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,322
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,384
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,371
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,304
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,326
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,376
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,445
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,487
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,498
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,549
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,650
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,741
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,766
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,845
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,1003
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,1114
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,1338
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,136
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,161
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,175
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,195
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,227
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,234
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,277
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,272
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,270
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,320
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,321
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,393
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,470
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,512
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,148
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,129
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,147
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,149
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,180
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,191
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,201
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,204
2014,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,207
2015,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,218
2016,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,235
2017,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,279
2018,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,326
2019,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,361
2006,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,146
2007,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,167
2008,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,194
2009,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,264
2010,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,313
2011,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,348
2012,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,387
2013,Anzahl,Zeitreihe,Forschende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,417
