Year,Units,Bundesland,GeoCode,Zeitreihe,Value
2008,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,194.0
2009,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,264.0
2010,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,313.0
2011,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,348.0
2012,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,387.0
2013,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,417.0
2014,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,457.0
2015,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,498.0
2016,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,452.0
2017,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,518.0
2018,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,594.0
2019,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,665.0
2020,Anzahl,,,Forschende aus den übrigen Entwicklungs- und Schwellenländern,855.0
